target,r2,mae,mean_pred_std,median_pred_std
zeta,-0.03195992788697355,18.00898290151342,3.1977867187465767,3.072673226444513
log10_Tvir,-0.008305138555968705,0.3765455741950591,0.03641983503380423,0.03508370755571959
R_mfp,0.5269654554394986,4.227426811011416,0.7633941920017802,0.686797134855305
log10_LX,-0.012291407597389448,0.9971507296542871,0.09838088286246222,0.09682160003012635
sigma8,0.9591741277561919,0.00675861624861045,0.0022194821674413646,0.002077610383261897
