target,spearman_uncertainty_error,p_value,mean_abs_error,mean_uncertainty
zeta,-0.051119381996137477,0.30779723825833954,18.00898290151342,3.1977867187465767
log10_Tvir,0.01532447077794236,0.759948666046819,0.3765455741950591,0.03641983503380423
R_mfp,0.16672660454127838,0.0008152731078245022,4.227426811011416,0.7633941920017802
log10_LX,-0.07301295633097707,0.14494109397939464,0.9971507296542871,0.09838088286246222
sigma8,0.3399484371777323,2.8111882148361665e-12,0.00675861624861045,0.0022194821674413646
